"age","job","marital","education","balance","housing","loan","day","month","duration","previous","poutcome","y"
49,"self-employed","married","secondary",358,"yes","yes",13,"may",176,0,"unknown","no"
42,"services","married","secondary",292,"yes","no",11,"may",222,0,"unknown","no"
43,"blue-collar","married","primary",7343,"yes","no",2,"jun",217,0,"unknown","no"
34,"blue-collar","married","secondary",-563,"yes","no",26,"may",252,0,"unknown","no"
59,"retired","single","secondary",351,"yes","no",27,"may",1063,0,"unknown","yes"
35,"unknown","married","primary",365,"no","no",29,"aug",41,0,"unknown","no"
33,"blue-collar","single","secondary",13494,"yes","no",20,"jun",27,0,"unknown","no"
34,"admin.","single","secondary",846,"yes","no",17,"apr",758,0,"unknown","no"
64,"retired","married","secondary",1574,"no","no",29,"jul",301,0,"unknown","yes"
34,"entrepreneur","married","tertiary",-28,"yes","no",16,"jul",574,0,"unknown","no"
77,"retired","married","tertiary",0,"no","no",16,"oct",847,1,"success","yes"
57,"retired","married","primary",2927,"no","yes",30,"jul",78,0,"unknown","no"
30,"blue-collar","married","secondary",501,"yes","yes",27,"may",514,0,"unknown","no"
56,"housemaid","divorced","primary",1238,"no","no",5,"jun",1558,0,"unknown","yes"
49,"unknown","married","unknown",301,"no","no",14,"aug",789,0,"unknown","no"
73,"retired","married","primary",1388,"no","no",20,"jul",146,3,"success","no"
39,"technician","single","secondary",102,"yes","no",14,"aug",272,0,"unknown","no"
57,"technician","divorced","primary",13,"yes","no",8,"may",323,2,"failure","no"
32,"self-employed","married","secondary",413,"yes","no",11,"jul",712,0,"unknown","no"
32,"technician","single","tertiary",4665,"yes","no",21,"may",860,0,"unknown","yes"
45,"admin.","married","secondary",638,"yes","no",20,"aug",75,0,"unknown","no"
32,"blue-collar","married","secondary",101,"yes","no",19,"may",191,0,"unknown","no"
31,"management","married","tertiary",1224,"yes","yes",24,"jul",1441,0,"unknown","yes"
49,"self-employed","married","secondary",1103,"no","no",12,"aug",428,0,"unknown","no"
29,"services","married","secondary",3748,"no","no",28,"may",322,0,"unknown","no"
55,"technician","married","secondary",955,"yes","no",29,"jan",104,0,"unknown","no"
30,"admin.","married","secondary",518,"yes","no",8,"may",127,0,"unknown","no"
45,"services","single","primary",1893,"yes","no",3,"jun",1259,0,"unknown","yes"
39,"technician","married","tertiary",14,"no","no",28,"jan",114,0,"unknown","no"
36,"admin.","married","secondary",-423,"yes","yes",13,"may",106,0,"unknown","no"
33,"management","married","tertiary",3696,"no","no",19,"nov",305,3,"failure","no"
36,"management","married","tertiary",2987,"yes","no",12,"aug",307,0,"unknown","yes"
31,"technician","single","secondary",433,"no","no",11,"aug",1504,0,"unknown","no"
36,"technician","married","unknown",756,"no","no",11,"jul",396,0,"unknown","no"
38,"technician","single","tertiary",0,"yes","no",1,"jun",71,0,"unknown","no"
33,"unknown","married","secondary",2727,"no","no",6,"aug",205,0,"unknown","no"
40,"technician","married","secondary",93,"yes","no",13,"may",134,0,"unknown","no"
31,"blue-collar","married","secondary",1766,"no","yes",5,"jun",166,0,"unknown","yes"
39,"services","married","secondary",124,"yes","no",31,"jul",81,0,"unknown","no"
33,"admin.","married","tertiary",69,"no","yes",4,"may",77,0,"unknown","no"
53,"services","divorced","secondary",0,"no","no",12,"mar",80,0,"unknown","yes"
38,"management","married","tertiary",0,"yes","no",13,"may",537,2,"failure","no"
59,"technician","married","secondary",259,"no","no",15,"jun",415,1,"success","yes"
55,"blue-collar","married","primary",4103,"no","no",19,"nov",291,0,"unknown","no"
38,"technician","single","tertiary",744,"yes","no",14,"may",283,12,"other","no"
48,"services","married","secondary",116,"yes","no",20,"apr",70,0,"unknown","no"
53,"blue-collar","married","secondary",70,"yes","no",5,"may",611,0,"unknown","no"
44,"admin.","divorced","secondary",432,"no","no",9,"feb",132,0,"unknown","no"
57,"management","married","tertiary",1172,"no","no",18,"jun",26,0,"unknown","no"
29,"blue-collar","single","secondary",9,"yes","no",11,"may",262,0,"unknown","no"
31,"services","married","secondary",428,"yes","no",21,"may",272,0,"unknown","no"
35,"technician","single","tertiary",7546,"yes","no",28,"dec",137,3,"failure","no"
31,"blue-collar","married","primary",620,"no","no",30,"mar",95,0,"unknown","no"
35,"self-employed","married","tertiary",8647,"no","no",19,"nov",140,0,"unknown","no"
40,"management","single","secondary",192,"yes","no",16,"may",71,0,"unknown","no"
39,"blue-collar","married","secondary",0,"yes","no",7,"may",502,2,"failure","no"
43,"technician","single","tertiary",27733,"yes","no",3,"jun",164,0,"unknown","no"
44,"entrepreneur","married","primary",276,"yes","yes",15,"may",219,0,"unknown","no"
29,"technician","single","secondary",113,"no","no",12,"feb",328,4,"success","yes"
40,"technician","married","secondary",782,"yes","no",14,"may",224,0,"unknown","no"
33,"entrepreneur","married","primary",82,"yes","no",18,"nov",63,0,"unknown","no"
46,"management","married","tertiary",1008,"no","no",29,"aug",24,0,"unknown","no"
27,"unknown","single","tertiary",6421,"no","no",28,"jan",147,0,"unknown","no"
26,"admin.","single","secondary",443,"no","no",30,"jul",84,0,"unknown","no"
41,"technician","married","secondary",351,"yes","no",9,"jul",175,0,"unknown","no"
34,"technician","married","tertiary",5060,"yes","no",21,"aug",12,0,"unknown","no"
39,"technician","single","tertiary",-41,"no","yes",25,"aug",40,0,"unknown","no"
27,"services","single","secondary",-124,"no","no",18,"jul",217,0,"unknown","no"
31,"blue-collar","married","secondary",79,"yes","yes",23,"jul",235,0,"unknown","no"
44,"unemployed","single","secondary",3945,"no","no",28,"jan",255,0,"unknown","no"
55,"retired","married","tertiary",197,"no","yes",8,"jul",256,0,"unknown","no"
51,"blue-collar","divorced","primary",837,"no","no",30,"jul",41,0,"unknown","no"
50,"management","married","tertiary",-94,"no","yes",25,"jun",75,0,"unknown","no"
30,"services","married","secondary",1743,"yes","no",5,"feb",192,0,"unknown","no"
46,"technician","married","secondary",57,"no","no",28,"may",796,0,"unknown","yes"
49,"admin.","married","secondary",635,"no","no",25,"aug",220,0,"unknown","no"
56,"retired","married","secondary",-113,"yes","yes",12,"aug",614,0,"unknown","no"
47,"admin.","divorced","secondary",225,"no","no",28,"aug",1126,0,"unknown","yes"
30,"admin.","married","secondary",124,"no","no",16,"jun",161,0,"unknown","no"
36,"entrepreneur","single","secondary",475,"no","no",25,"jul",141,0,"unknown","no"
40,"management","married","tertiary",-7,"no","yes",25,"jul",697,0,"unknown","no"
37,"technician","single","secondary",375,"no","no",9,"jun",223,0,"unknown","no"
42,"admin.","divorced","secondary",936,"no","no",30,"jan",931,0,"unknown","yes"
45,"technician","married","secondary",1415,"yes","no",17,"nov",483,1,"failure","no"
34,"unemployed","single","secondary",0,"no","no",17,"nov",63,0,"unknown","no"
27,"admin.","single","secondary",3638,"no","no",11,"jul",271,0,"unknown","no"
30,"blue-collar","married","secondary",-99,"yes","no",15,"may",144,0,"unknown","no"
32,"technician","married","secondary",167,"yes","yes",8,"aug",79,0,"unknown","no"
46,"housemaid","married","primary",19,"yes","no",21,"jul",171,0,"unknown","no"
29,"self-employed","married","tertiary",242,"yes","no",18,"jul",73,0,"unknown","no"
53,"unknown","married","unknown",13,"no","no",28,"jan",69,0,"unknown","no"
32,"technician","married","secondary",286,"no","no",20,"apr",60,4,"failure","no"
49,"unemployed","married","secondary",769,"yes","no",14,"may",257,0,"unknown","no"
35,"management","married","tertiary",93,"no","no",4,"may",198,1,"other","no"
38,"blue-collar","married","secondary",1663,"yes","no",13,"apr",217,1,"failure","no"
39,"entrepreneur","married","primary",238,"yes","yes",19,"nov",134,0,"unknown","no"
34,"technician","single","secondary",2178,"yes","no",26,"may",41,0,"unknown","no"
42,"blue-collar","married","primary",792,"yes","yes",19,"nov",611,12,"other","no"
35,"blue-collar","single","unknown",871,"yes","no",6,"jun",216,0,"unknown","no"
60,"admin.","married","secondary",1025,"no","no",6,"aug",388,0,"unknown","no"
57,"technician","divorced","secondary",63,"yes","no",5,"may",242,0,"unknown","no"
31,"blue-collar","single","secondary",16,"no","no",7,"jul",387,0,"unknown","no"
29,"management","single","secondary",417,"no","no",7,"oct",90,0,"unknown","no"
41,"services","married","secondary",3992,"yes","no",20,"nov",281,0,"unknown","no"
46,"blue-collar","married","primary",2749,"yes","no",17,"nov",332,0,"unknown","no"
33,"technician","married","secondary",133,"no","no",4,"may",218,0,"unknown","yes"
32,"blue-collar","single","secondary",1721,"yes","no",21,"may",650,0,"unknown","no"
54,"management","divorced","tertiary",2171,"yes","yes",18,"nov",1034,0,"unknown","yes"
37,"services","married","secondary",4760,"yes","no",8,"may",182,2,"failure","no"
32,"technician","single","secondary",2979,"no","no",25,"may",156,0,"unknown","no"
43,"management","married","tertiary",690,"yes","no",6,"aug",171,0,"unknown","no"
50,"blue-collar","divorced","secondary",203,"yes","no",19,"nov",265,4,"other","no"
34,"blue-collar","married","secondary",322,"yes","no",20,"apr",10,0,"unknown","no"
31,"admin.","divorced","secondary",1210,"no","no",16,"jul",350,0,"unknown","no"
43,"self-employed","married","secondary",634,"yes","no",17,"nov",65,1,"failure","no"
49,"entrepreneur","married","secondary",273,"no","no",23,"jul",58,0,"unknown","no"
22,"student","single","unknown",47,"no","no",3,"jul",69,0,"unknown","no"
35,"management","married","tertiary",1100,"no","yes",29,"jan",127,0,"unknown","no"
56,"admin.","married","secondary",0,"yes","no",19,"nov",154,0,"unknown","no"
53,"blue-collar","married","secondary",0,"no","no",31,"jul",36,0,"unknown","no"
54,"entrepreneur","married","tertiary",1544,"no","yes",5,"feb",85,3,"failure","no"
32,"services","single","unknown",6145,"yes","no",14,"may",362,13,"failure","no"
41,"self-employed","married","secondary",28,"yes","no",11,"may",49,0,"unknown","no"
40,"blue-collar","married","secondary",1012,"yes","no",6,"may",410,0,"unknown","no"
33,"blue-collar","married","primary",245,"yes","yes",8,"may",253,0,"unknown","no"
33,"management","single","tertiary",1998,"no","no",19,"nov",570,0,"unknown","no"
34,"blue-collar","married","secondary",3990,"yes","no",24,"jul",633,0,"unknown","no"
36,"services","married","secondary",1328,"yes","no",6,"jun",82,0,"unknown","no"
34,"entrepreneur","married","tertiary",412,"yes","yes",8,"jul",164,0,"unknown","no"
55,"management","married","primary",229,"no","yes",9,"jun",175,0,"unknown","no"
28,"student","single","tertiary",1562,"no","no",15,"feb",659,0,"unknown","yes"
29,"admin.","single","secondary",3432,"yes","no",17,"apr",139,0,"unknown","no"
31,"admin.","single","secondary",144,"yes","no",4,"jul",43,0,"unknown","no"
52,"management","married","tertiary",1339,"yes","no",22,"aug",343,0,"unknown","no"
54,"services","married","unknown",386,"no","yes",19,"nov",74,1,"success","no"
43,"blue-collar","married","primary",7727,"yes","no",15,"may",302,0,"unknown","no"
55,"entrepreneur","married","secondary",204,"no","no",14,"jul",455,0,"unknown","no"
28,"blue-collar","divorced","unknown",101,"yes","no",28,"may",126,0,"unknown","no"
45,"unemployed","divorced","secondary",728,"yes","yes",18,"nov",107,0,"unknown","no"
45,"entrepreneur","married","primary",2418,"yes","no",14,"may",120,0,"unknown","no"
51,"management","married","tertiary",2934,"yes","no",18,"nov",727,0,"unknown","no"
42,"technician","single","secondary",0,"yes","no",7,"may",275,0,"unknown","no"
43,"unknown","single","unknown",181,"no","no",28,"jan",41,0,"unknown","no"
34,"management","married","tertiary",176,"no","no",18,"aug",61,0,"unknown","no"
36,"blue-collar","married","primary",49,"yes","no",15,"may",232,5,"other","no"
37,"blue-collar","married","secondary",2023,"yes","no",10,"jul",214,0,"unknown","no"
50,"blue-collar","married","secondary",372,"yes","no",11,"may",21,0,"unknown","no"
42,"management","divorced","unknown",7702,"no","no",16,"feb",138,0,"unknown","yes"
34,"blue-collar","single","primary",464,"yes","no",18,"may",173,2,"other","no"
48,"management","married","secondary",117,"yes","no",16,"apr",635,0,"unknown","no"
47,"admin.","married","secondary",104,"yes","yes",14,"jul",77,0,"unknown","no"
40,"management","married","tertiary",1041,"yes","no",12,"jun",73,0,"unknown","no"
37,"management","married","tertiary",539,"no","no",18,"jan",540,3,"failure","no"
38,"blue-collar","married","primary",0,"yes","no",3,"jun",179,0,"unknown","no"
29,"technician","single","tertiary",406,"yes","no",17,"jul",119,0,"unknown","no"
46,"blue-collar","married","primary",2558,"yes","no",20,"nov",107,1,"other","no"
26,"blue-collar","married","secondary",484,"yes","no",19,"may",48,0,"unknown","no"
30,"services","single","tertiary",3516,"yes","no",29,"may",447,0,"unknown","no"
42,"blue-collar","married","secondary",5639,"yes","no",17,"jul",430,0,"unknown","no"
42,"management","single","tertiary",100,"no","no",7,"aug",64,0,"unknown","no"
31,"admin.","single","secondary",1306,"yes","no",28,"may",217,0,"unknown","no"
37,"management","single","tertiary",815,"yes","no",7,"may",77,0,"unknown","no"
26,"blue-collar","married","secondary",245,"yes","no",26,"may",16,0,"unknown","no"
54,"blue-collar","married","unknown",191,"no","no",4,"aug",753,0,"unknown","no"
70,"retired","married","secondary",2815,"no","no",26,"apr",125,1,"failure","no"
29,"self-employed","single","secondary",3672,"yes","yes",28,"may",1210,0,"unknown","no"
50,"services","married","secondary",1572,"yes","no",9,"jul",185,0,"unknown","no"
60,"unemployed","divorced","secondary",385,"yes","no",4,"feb",80,0,"unknown","no"
32,"technician","single","secondary",29,"no","no",19,"aug",156,0,"unknown","no"
32,"technician","married","secondary",84,"no","yes",29,"jul",403,0,"unknown","no"
34,"self-employed","single","tertiary",876,"yes","no",17,"nov",145,0,"unknown","no"
48,"services","single","primary",1499,"yes","no",12,"may",17,0,"unknown","no"
25,"student","married","tertiary",0,"yes","no",9,"jul",160,0,"unknown","no"
32,"management","married","secondary",6217,"yes","yes",18,"nov",486,2,"failure","no"
32,"blue-collar","married","primary",329,"yes","no",3,"feb",321,0,"unknown","no"
47,"admin.","divorced","secondary",162,"yes","no",9,"may",203,0,"unknown","no"
32,"technician","married","unknown",14533,"no","no",31,"dec",646,2,"success","no"
49,"management","single","tertiary",151,"yes","no",8,"jul",97,0,"unknown","yes"
53,"services","married","secondary",-2,"yes","yes",16,"apr",144,0,"unknown","no"
41,"blue-collar","single","unknown",4684,"no","no",20,"jun",30,0,"unknown","no"
47,"management","divorced","tertiary",1149,"no","yes",15,"jul",82,0,"unknown","no"
35,"blue-collar","married","primary",11,"yes","no",13,"may",326,0,"unknown","no"
33,"management","single","secondary",8004,"no","no",19,"nov",414,0,"unknown","no"
49,"blue-collar","married","primary",1019,"yes","no",16,"apr",285,0,"unknown","no"
46,"management","divorced","tertiary",1297,"no","no",11,"aug",716,0,"unknown","yes"
29,"management","divorced","tertiary",415,"yes","yes",28,"may",449,0,"unknown","no"
58,"self-employed","married","primary",671,"yes","no",17,"jun",16,0,"unknown","no"
40,"admin.","single","secondary",2378,"yes","no",2,"jun",65,0,"unknown","no"
34,"management","married","tertiary",417,"yes","no",18,"nov",138,0,"unknown","no"
60,"retired","married","primary",71,"no","no",10,"jul",121,0,"unknown","no"
43,"management","married","tertiary",1188,"no","no",27,"may",140,0,"unknown","no"
50,"blue-collar","married","primary",8139,"yes","no",18,"aug",256,0,"unknown","no"
33,"blue-collar","married","secondary",249,"yes","no",31,"jul",61,0,"unknown","no"
37,"blue-collar","married","primary",689,"yes","no",14,"jul",367,0,"unknown","no"
55,"self-employed","married","secondary",203,"yes","no",14,"may",9,12,"other","no"
45,"blue-collar","single","primary",-183,"no","yes",15,"jul",395,0,"unknown","no"
